name,genome_filename,protein_filename
phylodb_2531 Acetonema_longum_DSM_6540,,phylodb_1.076_taxsplit.ff/phylodb_2531.fa
phylodb_5066 Acetothermia_bacterium_SCGC_AAA255-C06,,phylodb_1.076_taxsplit.ff/phylodb_5066.fa
phylodb_7704 Acheta_domestica_densovirus,,phylodb_1.076_taxsplit.ff/phylodb_7704.fa
phylodb_4857 Acholeplasma_laidlawii_PG-8A,,phylodb_1.076_taxsplit.ff/phylodb_4857.fa
phylodb_7062 Acholeplasma_phage_L2,,phylodb_1.076_taxsplit.ff/phylodb_7062.fa
phylodb_7658 Acholeplasma_phage_MV-L1,,phylodb_1.076_taxsplit.ff/phylodb_7658.fa
phylodb_3175 Achromobacter_arsenitoxydans_SY8,,phylodb_1.076_taxsplit.ff/phylodb_3175.fa
phylodb_3176 Achromobacter_denitrificans,,phylodb_1.076_taxsplit.ff/phylodb_3176.fa
phylodb_3177 Achromobacter_piechaudii_ATCC_43553,,phylodb_1.076_taxsplit.ff/phylodb_3177.fa
phylodb_3178 Achromobacter_xylosoxidans_A8,,phylodb_1.076_taxsplit.ff/phylodb_3178.fa
phylodb_3179 Achromobacter_xylosoxidans_NH44784-1996,,phylodb_1.076_taxsplit.ff/phylodb_3179.fa
phylodb_2532 Acidaminococcus_D21,,phylodb_1.076_taxsplit.ff/phylodb_2532.fa
phylodb_2533 Acidaminococcus_fermentans_DSM_20731,,phylodb_1.076_taxsplit.ff/phylodb_2533.fa
phylodb_2534 Acidaminococcus_intestini_RyC-MR95,,phylodb_1.076_taxsplit.ff/phylodb_2534.fa
phylodb_15 Acidianus_ambivalens,,phylodb_1.076_taxsplit.ff/phylodb_15.fa
phylodb_6317 Acidianus_bottle-shaped_virus,,phylodb_1.076_taxsplit.ff/phylodb_6317.fa
phylodb_6938 Acidianus_filamentous_virus_1,,phylodb_1.076_taxsplit.ff/phylodb_6938.fa
phylodb_6937 Acidianus_filamentous_virus_2,,phylodb_1.076_taxsplit.ff/phylodb_6937.fa
phylodb_6931 Acidianus_filamentous_virus_3,,phylodb_1.076_taxsplit.ff/phylodb_6931.fa
phylodb_6932 Acidianus_filamentous_virus_6,,phylodb_1.076_taxsplit.ff/phylodb_6932.fa
phylodb_6933 Acidianus_filamentous_virus_7,,phylodb_1.076_taxsplit.ff/phylodb_6933.fa
phylodb_6934 Acidianus_filamentous_virus_8,,phylodb_1.076_taxsplit.ff/phylodb_6934.fa
phylodb_6935 Acidianus_filamentous_virus_9,,phylodb_1.076_taxsplit.ff/phylodb_6935.fa
phylodb_16 Acidianus_hospitalis_W1,,phylodb_1.076_taxsplit.ff/phylodb_16.fa
phylodb_7120 Acidianus_rod-shaped_virus_1,,phylodb_1.076_taxsplit.ff/phylodb_7120.fa
phylodb_6862 Acidianus_spindle-shaped_virus_1,,phylodb_1.076_taxsplit.ff/phylodb_6862.fa
phylodb_6375 Acidianus_two-tailed_virus,,phylodb_1.076_taxsplit.ff/phylodb_6375.fa
phylodb_0 Acidilobus_saccharovorans_345-15,,phylodb_1.076_taxsplit.ff/phylodb_0.fa
phylodb_241 Acidimicrobium_ferrooxidans_DSM_10331,,phylodb_1.076_taxsplit.ff/phylodb_241.fa
phylodb_3017 Acidiphilium_PM,,phylodb_1.076_taxsplit.ff/phylodb_3017.fa
phylodb_3018 Acidiphilium_cryptum_JF-5,,phylodb_1.076_taxsplit.ff/phylodb_3018.fa
phylodb_3019 Acidiphilium_multivorum_AIU301,,phylodb_1.076_taxsplit.ff/phylodb_3019.fa
phylodb_3020 Acidiphilium_multivorum_JCM8867,,phylodb_1.076_taxsplit.ff/phylodb_3020.fa
phylodb_3676 Acidithiobacillus_caldus_ATCC_51756,,phylodb_1.076_taxsplit.ff/phylodb_3676.fa
phylodb_3677 Acidithiobacillus_caldus_MNG,,phylodb_1.076_taxsplit.ff/phylodb_3677.fa
phylodb_3678 Acidithiobacillus_caldus_SM-1,,phylodb_1.076_taxsplit.ff/phylodb_3678.fa
phylodb_3679 Acidithiobacillus_ferrivorans_SS3,,phylodb_1.076_taxsplit.ff/phylodb_3679.fa
phylodb_3680 Acidithiobacillus_ferrooxidans,,phylodb_1.076_taxsplit.ff/phylodb_3680.fa
phylodb_3681 Acidithiobacillus_ferrooxidans_ATCC_23270,,phylodb_1.076_taxsplit.ff/phylodb_3681.fa
phylodb_3682 Acidithiobacillus_ferrooxidans_ATCC_53993,,phylodb_1.076_taxsplit.ff/phylodb_3682.fa
phylodb_231 Acidobacterium_MP5ACTX9,,phylodb_1.076_taxsplit.ff/phylodb_231.fa
phylodb_232 Acidobacterium_capsulatum_ATCC_51196,,phylodb_1.076_taxsplit.ff/phylodb_232.fa
phylodb_536 Acidothermus_cellulolyticus_11B,,phylodb_1.076_taxsplit.ff/phylodb_536.fa
phylodb_3329 Acidovorax_JS42,,phylodb_1.076_taxsplit.ff/phylodb_3329.fa
phylodb_3330 Acidovorax_KKS102,,phylodb_1.076_taxsplit.ff/phylodb_3330.fa
phylodb_3331 Acidovorax_NO-1,,phylodb_1.076_taxsplit.ff/phylodb_3331.fa
phylodb_3332 Acidovorax_avenae_subsp._avenae_ATCC_19860,,phylodb_1.076_taxsplit.ff/phylodb_3332.fa
phylodb_3333 Acidovorax_citrulli_AAC00-1,,phylodb_1.076_taxsplit.ff/phylodb_3333.fa
phylodb_3334 Acidovorax_delafieldii_2AN,,phylodb_1.076_taxsplit.ff/phylodb_3334.fa
phylodb_3335 Acidovorax_ebreus_TPSY,,phylodb_1.076_taxsplit.ff/phylodb_3335.fa
phylodb_3336 Acidovorax_radicis_N35,,phylodb_1.076_taxsplit.ff/phylodb_3336.fa
phylodb_193 Aciduliprofundum_MAR08-339,,phylodb_1.076_taxsplit.ff/phylodb_193.fa
phylodb_194 Aciduliprofundum_boonei_T469,,phylodb_1.076_taxsplit.ff/phylodb_194.fa
phylodb_4397 Acinetobacter_ADP1,,phylodb_1.076_taxsplit.ff/phylodb_4397.fa
phylodb_4398 Acinetobacter_ATCC_27244,,phylodb_1.076_taxsplit.ff/phylodb_4398.fa
phylodb_4399 Acinetobacter_EB104,,phylodb_1.076_taxsplit.ff/phylodb_4399.fa
phylodb_4400 Acinetobacter_NBRC_100985,,phylodb_1.076_taxsplit.ff/phylodb_4400.fa
phylodb_4401 Acinetobacter_P8-3-8,,phylodb_1.076_taxsplit.ff/phylodb_4401.fa
phylodb_4402 Acinetobacter_RUH2624,,phylodb_1.076_taxsplit.ff/phylodb_4402.fa
phylodb_4403 Acinetobacter_SH024,,phylodb_1.076_taxsplit.ff/phylodb_4403.fa
phylodb_4404 Acinetobacter_SUN,,phylodb_1.076_taxsplit.ff/phylodb_4404.fa
phylodb_4405 Acinetobacter_baumannii,,phylodb_1.076_taxsplit.ff/phylodb_4405.fa
phylodb_4406 Acinetobacter_baumannii_1656-2,,phylodb_1.076_taxsplit.ff/phylodb_4406.fa
phylodb_4407 Acinetobacter_baumannii_6013113,,phylodb_1.076_taxsplit.ff/phylodb_4407.fa
phylodb_4408 Acinetobacter_baumannii_6013150,,phylodb_1.076_taxsplit.ff/phylodb_4408.fa
phylodb_4409 Acinetobacter_baumannii_6014059,,phylodb_1.076_taxsplit.ff/phylodb_4409.fa
phylodb_4410 Acinetobacter_baumannii_AB0057,,phylodb_1.076_taxsplit.ff/phylodb_4410.fa
phylodb_4411 Acinetobacter_baumannii_AB056,,phylodb_1.076_taxsplit.ff/phylodb_4411.fa
phylodb_4412 Acinetobacter_baumannii_AB058,,phylodb_1.076_taxsplit.ff/phylodb_4412.fa
phylodb_4413 Acinetobacter_baumannii_AB059,,phylodb_1.076_taxsplit.ff/phylodb_4413.fa
phylodb_4414 Acinetobacter_baumannii_AB307-0294,,phylodb_1.076_taxsplit.ff/phylodb_4414.fa
phylodb_4415 Acinetobacter_baumannii_AB900,,phylodb_1.076_taxsplit.ff/phylodb_4415.fa
phylodb_4416 Acinetobacter_baumannii_ACICU,,phylodb_1.076_taxsplit.ff/phylodb_4416.fa
phylodb_4417 Acinetobacter_baumannii_ATCC_17978,,phylodb_1.076_taxsplit.ff/phylodb_4417.fa
phylodb_4418 Acinetobacter_baumannii_ATCC_19606_=_CIP_70.34,,phylodb_1.076_taxsplit.ff/phylodb_4418.fa
phylodb_4419 Acinetobacter_baumannii_AYE,,phylodb_1.076_taxsplit.ff/phylodb_4419.fa
phylodb_4420 Acinetobacter_baumannii_BJAB07104,,phylodb_1.076_taxsplit.ff/phylodb_4420.fa
phylodb_4421 Acinetobacter_baumannii_BJAB0715,,phylodb_1.076_taxsplit.ff/phylodb_4421.fa
phylodb_4422 Acinetobacter_baumannii_BJAB0868,,phylodb_1.076_taxsplit.ff/phylodb_4422.fa
phylodb_4423 Acinetobacter_baumannii_D1279779,,phylodb_1.076_taxsplit.ff/phylodb_4423.fa
phylodb_4424 Acinetobacter_baumannii_MDR-TJ,,phylodb_1.076_taxsplit.ff/phylodb_4424.fa
phylodb_4425 Acinetobacter_baumannii_MDR-ZJ06,,phylodb_1.076_taxsplit.ff/phylodb_4425.fa
phylodb_4426 Acinetobacter_baumannii_SDF,,phylodb_1.076_taxsplit.ff/phylodb_4426.fa
phylodb_4427 Acinetobacter_baumannii_TCDC-AB0715,,phylodb_1.076_taxsplit.ff/phylodb_4427.fa
phylodb_4428 Acinetobacter_baumannii_TYTH-1,,phylodb_1.076_taxsplit.ff/phylodb_4428.fa
phylodb_4429 Acinetobacter_calcoaceticus,,phylodb_1.076_taxsplit.ff/phylodb_4429.fa
phylodb_4430 Acinetobacter_calcoaceticus_PHEA-2,,phylodb_1.076_taxsplit.ff/phylodb_4430.fa
phylodb_4431 Acinetobacter_calcoaceticus_RUH2202,,phylodb_1.076_taxsplit.ff/phylodb_4431.fa
phylodb_4432 Acinetobacter_haemolyticus_ATCC_19194,,phylodb_1.076_taxsplit.ff/phylodb_4432.fa
phylodb_4433 Acinetobacter_johnsonii_SH046,,phylodb_1.076_taxsplit.ff/phylodb_4433.fa
phylodb_4434 Acinetobacter_junii_SH205,,phylodb_1.076_taxsplit.ff/phylodb_4434.fa
phylodb_4435 Acinetobacter_lwoffii_SH145,,phylodb_1.076_taxsplit.ff/phylodb_4435.fa
phylodb_4436 Acinetobacter_oleivorans_DR1,,phylodb_1.076_taxsplit.ff/phylodb_4436.fa
phylodb_25380 Acinetobacter_phage_AP205,,phylodb_1.076_taxsplit.ff/phylodb_25380.fa
phylodb_6462 Acinetobacter_phage_Ac42,,phylodb_1.076_taxsplit.ff/phylodb_6462.fa
phylodb_6463 Acinetobacter_phage_Acj61,,phylodb_1.076_taxsplit.ff/phylodb_6463.fa
phylodb_6464 Acinetobacter_phage_Acj9,,phylodb_1.076_taxsplit.ff/phylodb_6464.fa
phylodb_4437 Acinetobacter_radioresistens_SH164,,phylodb_1.076_taxsplit.ff/phylodb_4437.fa
phylodb_4438 Acinetobacter_radioresistens_SK82,,phylodb_1.076_taxsplit.ff/phylodb_4438.fa
phylodb_4439 Acinetobacter_venetianus,,phylodb_1.076_taxsplit.ff/phylodb_4439.fa
phylodb_5784 Acipenser_baerii,,phylodb_1.076_taxsplit.ff/phylodb_5784.fa
phylodb_25836 Aconitum_latent_virus,,phylodb_1.076_taxsplit.ff/phylodb_25836.fa
phylodb_5439 Acorus_americanus,,phylodb_1.076_taxsplit.ff/phylodb_5439.fa
phylodb_5440 Acorus_calamus,,phylodb_1.076_taxsplit.ff/phylodb_5440.fa
phylodb_4313 Actinobacillus_minor_202,,phylodb_1.076_taxsplit.ff/phylodb_4313.fa
phylodb_4314 Actinobacillus_minor_NM305,,phylodb_1.076_taxsplit.ff/phylodb_4314.fa
phylodb_4315 Actinobacillus_pleuropneumoniae,,phylodb_1.076_taxsplit.ff/phylodb_4315.fa
phylodb_4316 Actinobacillus_pleuropneumoniae_serovar_1_str._4074,,phylodb_1.076_taxsplit.ff/phylodb_4316.fa
phylodb_4317 Actinobacillus_pleuropneumoniae_serovar_10_str._D13039,,phylodb_1.076_taxsplit.ff/phylodb_4317.fa
phylodb_4318 Actinobacillus_pleuropneumoniae_serovar_11_str._56153,,phylodb_1.076_taxsplit.ff/phylodb_4318.fa
phylodb_4319 Actinobacillus_pleuropneumoniae_serovar_12_str._1096,,phylodb_1.076_taxsplit.ff/phylodb_4319.fa
phylodb_4320 Actinobacillus_pleuropneumoniae_serovar_13_str._N273,,phylodb_1.076_taxsplit.ff/phylodb_4320.fa
phylodb_4321 Actinobacillus_pleuropneumoniae_serovar_2_str._4226,,phylodb_1.076_taxsplit.ff/phylodb_4321.fa
phylodb_4322 Actinobacillus_pleuropneumoniae_serovar_2_str._S1536,,phylodb_1.076_taxsplit.ff/phylodb_4322.fa
phylodb_4323 Actinobacillus_pleuropneumoniae_serovar_3_str._JL03,,phylodb_1.076_taxsplit.ff/phylodb_4323.fa
phylodb_4324 Actinobacillus_pleuropneumoniae_serovar_4_str._M62,,phylodb_1.076_taxsplit.ff/phylodb_4324.fa
phylodb_4325 Actinobacillus_pleuropneumoniae_serovar_5b_str._L20,,phylodb_1.076_taxsplit.ff/phylodb_4325.fa
phylodb_4326 Actinobacillus_pleuropneumoniae_serovar_6_str._Femo,,phylodb_1.076_taxsplit.ff/phylodb_4326.fa
phylodb_4327 Actinobacillus_pleuropneumoniae_serovar_7_str._AP76,,phylodb_1.076_taxsplit.ff/phylodb_4327.fa
phylodb_4328 Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261,,phylodb_1.076_taxsplit.ff/phylodb_4328.fa
phylodb_4329 Actinobacillus_porcitonsillarum,,phylodb_1.076_taxsplit.ff/phylodb_4329.fa
phylodb_4330 Actinobacillus_succinogenes_130Z,,phylodb_1.076_taxsplit.ff/phylodb_4330.fa
phylodb_4331 Actinobacillus_suis_H91-0380,,phylodb_1.076_taxsplit.ff/phylodb_4331.fa
phylodb_4332 Actinobacillus_ureae_ATCC_25976,,phylodb_1.076_taxsplit.ff/phylodb_4332.fa
phylodb_244 Actinobaculum_massiliae_ACS-171-V-Col2,,phylodb_1.076_taxsplit.ff/phylodb_244.fa
phylodb_245 Actinomyces_coleocanis_DSM_15436,,phylodb_1.076_taxsplit.ff/phylodb_245.fa
phylodb_246 Actinomyces_graevenitzii_C83,,phylodb_1.076_taxsplit.ff/phylodb_246.fa
phylodb_247 Actinomyces_odontolyticus_ATCC_17982,,phylodb_1.076_taxsplit.ff/phylodb_247.fa
phylodb_248 Actinomyces_odontolyticus_F0309,,phylodb_1.076_taxsplit.ff/phylodb_248.fa
phylodb_249 Actinomyces_oral_taxon_170_str._F0386,,phylodb_1.076_taxsplit.ff/phylodb_249.fa
phylodb_250 Actinomyces_oral_taxon_171_str._F0337,,phylodb_1.076_taxsplit.ff/phylodb_250.fa
phylodb_251 Actinomyces_oral_taxon_175_str._F0384,,phylodb_1.076_taxsplit.ff/phylodb_251.fa
phylodb_252 Actinomyces_oral_taxon_178_str._F0338,,phylodb_1.076_taxsplit.ff/phylodb_252.fa
phylodb_253 Actinomyces_oral_taxon_180_str._F0310,,phylodb_1.076_taxsplit.ff/phylodb_253.fa
phylodb_254 Actinomyces_oral_taxon_448_str._F0400,,phylodb_1.076_taxsplit.ff/phylodb_254.fa
phylodb_255 Actinomyces_oral_taxon_848_str._F0332,,phylodb_1.076_taxsplit.ff/phylodb_255.fa
phylodb_256 Actinomyces_oral_taxon_849_str._F0330,,phylodb_1.076_taxsplit.ff/phylodb_256.fa
phylodb_257 Actinomyces_oris_K20,,phylodb_1.076_taxsplit.ff/phylodb_257.fa
phylodb_6577 Actinomyces_phage_Av-1,,phylodb_1.076_taxsplit.ff/phylodb_6577.fa
phylodb_258 Actinomyces_urogenitalis_DSM_15434,,phylodb_1.076_taxsplit.ff/phylodb_258.fa
phylodb_259 Actinomyces_viscosus_C505,,phylodb_1.076_taxsplit.ff/phylodb_259.fa
phylodb_595 Actinoplanes_N902-109,,phylodb_1.076_taxsplit.ff/phylodb_595.fa
phylodb_596 Actinoplanes_SE50__110,,phylodb_1.076_taxsplit.ff/phylodb_596.fa
phylodb_597 Actinoplanes_missouriensis_431,,phylodb_1.076_taxsplit.ff/phylodb_597.fa
phylodb_6632 Actinoplanes_phage_phiAsp2,,phylodb_1.076_taxsplit.ff/phylodb_6632.fa
phylodb_330 Actinospica_robiniae_DSM_44927,,phylodb_1.076_taxsplit.ff/phylodb_330.fa
phylodb_643 Actinosynnema_mirum_DSM_43827,,phylodb_1.076_taxsplit.ff/phylodb_643.fa
phylodb_25497 Acute_bee_paralysis_virus,,phylodb_1.076_taxsplit.ff/phylodb_25497.fa
phylodb_5301 Acutodesmus_obliquus,,phylodb_1.076_taxsplit.ff/phylodb_5301.fa
phylodb_5773 Acyrthosiphon_pisum,,phylodb_1.076_taxsplit.ff/phylodb_5773.fa
phylodb_6586 Acyrthosiphon_pisum_secondary_endosymbiont_phage_1,,phylodb_1.076_taxsplit.ff/phylodb_6586.fa
phylodb_7885 Acyrthosiphon_pisum_virus,,phylodb_1.076_taxsplit.ff/phylodb_7885.fa
phylodb_7717 Adeno-associated_virus_-_1,,phylodb_1.076_taxsplit.ff/phylodb_7717.fa
phylodb_7718 Adeno-associated_virus_-_2,,phylodb_1.076_taxsplit.ff/phylodb_7718.fa
phylodb_7719 Adeno-associated_virus_-_3,,phylodb_1.076_taxsplit.ff/phylodb_7719.fa
phylodb_7720 Adeno-associated_virus_-_4,,phylodb_1.076_taxsplit.ff/phylodb_7720.fa
phylodb_7721 Adeno-associated_virus_-_5,,phylodb_1.076_taxsplit.ff/phylodb_7721.fa
phylodb_7722 Adeno-associated_virus_-_7,,phylodb_1.076_taxsplit.ff/phylodb_7722.fa
phylodb_7723 Adeno-associated_virus_-_8,,phylodb_1.076_taxsplit.ff/phylodb_7723.fa
phylodb_5441 Adiantum_capillus-veneris,,phylodb_1.076_taxsplit.ff/phylodb_5441.fa
phylodb_6323 Adoxophyes_honmai_nucleopolyhedrovirus,,phylodb_1.076_taxsplit.ff/phylodb_6323.fa
phylodb_6359 Adoxophyes_orana_granulovirus,,phylodb_1.076_taxsplit.ff/phylodb_6359.fa
phylodb_6324 Adoxophyes_orana_nucleopolyhedrovirus,,phylodb_1.076_taxsplit.ff/phylodb_6324.fa
phylodb_7220 Adult_diarrheal_rotavirus_strain_J19,,phylodb_1.076_taxsplit.ff/phylodb_7220.fa
phylodb_3180 Advenella_kashmirensis_WT001,,phylodb_1.076_taxsplit.ff/phylodb_3180.fa
phylodb_7689 Aedes_aegypti_densovirus,,phylodb_1.076_taxsplit.ff/phylodb_7689.fa
phylodb_7690 Aedes_albopictus_densovirus,,phylodb_1.076_taxsplit.ff/phylodb_7690.fa
phylodb_25351 Aedes_flavivirus,,phylodb_1.076_taxsplit.ff/phylodb_25351.fa
phylodb_7237 Aedes_pseudoscutellaris_reovirus,,phylodb_1.076_taxsplit.ff/phylodb_7237.fa
phylodb_204 Aenigmarchaeota_archaeon_JGI_0000106-F11,,phylodb_1.076_taxsplit.ff/phylodb_204.fa
phylodb_220 Aenigmarchaeota_archaeon_SCGC_AAA011-F07,,phylodb_1.076_taxsplit.ff/phylodb_220.fa
phylodb_221 Aenigmarchaeota_archaeon_SCGC_AAA011-O16,,phylodb_1.076_taxsplit.ff/phylodb_221.fa
phylodb_960 Aequorivita_sublithincola_DSM_14238,,phylodb_1.076_taxsplit.ff/phylodb_960.fa
phylodb_1780 Aerococcus_urinae_ACS-120-V-Col10a,,phylodb_1.076_taxsplit.ff/phylodb_1780.fa
phylodb_1781 Aerococcus_viridans_ATCC_11563,,phylodb_1.076_taxsplit.ff/phylodb_1781.fa
phylodb_610 Aeromicrobium_marinum_DSM_15272,,phylodb_1.076_taxsplit.ff/phylodb_610.fa
phylodb_3683 Aeromonas_bestiarum_5S9,,phylodb_1.076_taxsplit.ff/phylodb_3683.fa
phylodb_3684 Aeromonas_caviae,,phylodb_1.076_taxsplit.ff/phylodb_3684.fa
phylodb_3685 Aeromonas_caviae_Ae398,,phylodb_1.076_taxsplit.ff/phylodb_3685.fa
phylodb_3686 Aeromonas_hydrophila,,phylodb_1.076_taxsplit.ff/phylodb_3686.fa
phylodb_3687 Aeromonas_hydrophila_ML09-119,,phylodb_1.076_taxsplit.ff/phylodb_3687.fa
phylodb_3688 Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966,,phylodb_1.076_taxsplit.ff/phylodb_3688.fa
phylodb_6465 Aeromonas_phage_25,,phylodb_1.076_taxsplit.ff/phylodb_6465.fa
phylodb_6466 Aeromonas_phage_31,,phylodb_1.076_taxsplit.ff/phylodb_6466.fa
phylodb_6467 Aeromonas_phage_44RR2.8t,,phylodb_1.076_taxsplit.ff/phylodb_6467.fa
phylodb_6468 Aeromonas_phage_Aeh1,,phylodb_1.076_taxsplit.ff/phylodb_6468.fa
phylodb_6469 Aeromonas_phage_phiAS4,,phylodb_1.076_taxsplit.ff/phylodb_6469.fa
phylodb_6470 Aeromonas_phage_phiAS5,,phylodb_1.076_taxsplit.ff/phylodb_6470.fa
phylodb_6425 Aeromonas_phage_phiO18P,,phylodb_1.076_taxsplit.ff/phylodb_6425.fa
phylodb_3689 Aeromonas_salmonicida,,phylodb_1.076_taxsplit.ff/phylodb_3689.fa
phylodb_3690 Aeromonas_salmonicida_subsp._salmonicida,,phylodb_1.076_taxsplit.ff/phylodb_3690.fa
phylodb_3691 Aeromonas_salmonicida_subsp._salmonicida_A449,,phylodb_1.076_taxsplit.ff/phylodb_3691.fa
phylodb_3692 Aeromonas_veronii_B565,,phylodb_1.076_taxsplit.ff/phylodb_3692.fa
phylodb_4996 Aerophobetes_bacterium_JGI_0000014-C22,,phylodb_1.076_taxsplit.ff/phylodb_4996.fa
phylodb_2 Aeropyrum_pernix_K1,,phylodb_1.076_taxsplit.ff/phylodb_2.fa
phylodb_5425 Aethionema_cordifolium,,phylodb_1.076_taxsplit.ff/phylodb_5425.fa
phylodb_5426 Aethionema_grandiflorum,,phylodb_1.076_taxsplit.ff/phylodb_5426.fa
phylodb_2724 Afipia_1NLS2,,phylodb_1.076_taxsplit.ff/phylodb_2724.fa
phylodb_7355 African_cassava_mosaic_virus,,phylodb_1.076_taxsplit.ff/phylodb_7355.fa
phylodb_7068 African_green_monkey_polyomavirus,,phylodb_1.076_taxsplit.ff/phylodb_7068.fa
phylodb_6126 African_green_monkey_simian_foamy_virus,,phylodb_1.076_taxsplit.ff/phylodb_6126.fa
phylodb_7208 African_horsesickness_virus,,phylodb_1.076_taxsplit.ff/phylodb_7208.fa
phylodb_25875 African_oil_palm_ringspot_virus,,phylodb_1.076_taxsplit.ff/phylodb_25875.fa
phylodb_6322 African_swine_fever_virus,,phylodb_1.076_taxsplit.ff/phylodb_6322.fa
phylodb_7357 Ageratum_enation_virus,,phylodb_1.076_taxsplit.ff/phylodb_7357.fa
phylodb_6247 Ageratum_leaf_curl_Buea_betasatellite,,phylodb_1.076_taxsplit.ff/phylodb_6247.fa
phylodb_6137 Ageratum_leaf_curl_Cameroon_alphasatellite,,phylodb_1.076_taxsplit.ff/phylodb_6137.fa
phylodb_6165 Ageratum_leaf_curl_Cameroon_betasatellite,,phylodb_1.076_taxsplit.ff/phylodb_6165.fa
phylodb_7358 Ageratum_leaf_curl_Cameroon_virus,,phylodb_1.076_taxsplit.ff/phylodb_7358.fa
phylodb_6166 Ageratum_leaf_curl_disease_associated_satellite_DNA_beta,,phylodb_1.076_taxsplit.ff/phylodb_6166.fa
phylodb_7356 Ageratum_leaf_curl_virus_-_[G52],,phylodb_1.076_taxsplit.ff/phylodb_7356.fa
phylodb_6167 Ageratum_yellow_vein_China_betasatellite,,phylodb_1.076_taxsplit.ff/phylodb_6167.fa
phylodb_7359 Ageratum_yellow_vein_China_virus,,phylodb_1.076_taxsplit.ff/phylodb_7359.fa
